3.234	1.133	1.000
3.255	1.055	1.000
3.276	0.998	1.000
3.297	0.942	1.000
3.318	0.890	1.000
3.339	0.846	1.000
3.360	0.829	1.000
3.381	0.790	1.000
3.402	0.761	1.000
3.423	0.757	1.000
3.444	0.730	1.000
3.465	0.712	1.000
3.486	0.716	1.000
3.507	0.692	1.000
3.528	0.686	1.000
3.549	0.679	1.000
3.570	0.681	1.000
3.591	0.675	1.000
3.612	0.670	1.000
3.633	0.681	1.000
3.654	0.672	1.000
3.675	0.669	1.000
3.696	0.670	1.000
3.717	0.676	1.000
3.738	0.678	1.000
3.759	0.672	1.000
3.780	0.662	1.000
3.801	0.671	1.000
3.822	0.676	1.000
3.843	0.662	1.000
3.864	0.674	1.000
3.885	0.667	1.000
3.906	0.667	1.000
3.927	0.669	1.000
3.948	0.673	1.000
3.969	0.672	1.000
3.990	0.666	1.000
4.011	0.676	1.000
4.032	0.669	1.000
4.053	0.666	1.000
4.074	0.673	1.000
4.095	0.670	1.000
4.116	0.671	1.000
4.137	0.676	1.000
4.158	0.676	1.000
4.179	0.674	1.000
4.200	0.662	2.000
4.221	0.689	2.000
4.242	0.740	2.000
4.263	0.797	2.000
4.284	0.872	2.000
4.305	0.941	2.000
4.326	1.009	2.000
4.347	1.055	2.000
4.368	1.109	2.000
4.389	1.152	2.000
4.410	1.184	2.000
4.431	1.214	2.000
4.452	1.236	2.000
4.473	1.257	2.000
4.494	1.258	2.000
4.515	1.289	2.000
4.536	1.292	2.000
4.557	1.299	2.000
4.578	1.298	2.000
4.599	1.317	2.000
4.620	1.316	2.000
4.641	1.323	2.000
4.662	1.327	2.000
4.683	1.319	2.000
4.704	1.335	2.000
4.725	1.336	2.000
4.746	1.337	2.000
4.767	1.331	2.000
4.788	1.324	2.000
4.809	1.330	2.000
4.830	1.342	2.000
4.851	1.326	2.000
4.872	1.331	2.000
4.893	1.329	2.000
4.914	1.333	2.000
4.935	1.341	2.000
4.956	1.332	2.000
4.977	1.332	2.000
4.998	1.339	2.000
5.019	1.330	2.000
5.040	1.327	2.000
5.061	1.343	2.000
5.082	1.326	2.000
5.103	1.336	2.000
5.124	1.336	2.000
5.145	1.323	2.000
5.166	1.323	2.000
5.187	1.339	2.000
5.208	1.338	2.000
5.229	1.330	2.000
5.250	1.332	1.000
5.271	1.315	1.000
5.292	1.264	1.000
5.313	1.189	1.000
5.334	1.133	1.000
5.355	1.064	1.000
5.376	1.005	1.000
5.397	0.936	1.000
5.418	0.888	1.000
5.439	0.860	1.000
5.460	0.823	1.000
5.481	0.786	1.000
5.502	0.762	1.000
5.523	0.740	1.000
5.544	0.730	1.000
5.565	0.728	1.000
5.586	0.717	1.000
5.607	0.698	1.000
5.628	0.689	1.000
5.649	0.692	1.000
5.670	0.679	1.000
5.691	0.685	1.000
5.712	0.683	1.000
5.733	0.673	1.000
5.754	0.669	1.000
5.775	0.666	1.000
5.796	0.661	1.000
5.817	0.664	1.000
5.838	0.679	1.000
5.859	0.663	1.000
5.880	0.675	1.000
5.901	0.661	1.000
5.922	0.666	1.000
5.943	0.669	1.000
5.964	0.661	1.000
5.985	0.674	1.000
6.006	0.660	1.000
6.027	0.677	1.000
6.048	0.662	1.000
6.069	0.662	1.000
6.090	0.659	1.000
6.111	0.661	1.000
6.132	0.669	1.000
6.153	0.671	1.000
6.174	0.673	1.000
6.195	0.671	1.000
6.216	0.672	1.000
6.237	0.670	1.000
6.258	0.669	1.000
6.279	0.658	1.000
6.300	0.669	2.000
6.321	0.683	2.000
6.342	0.736	2.000
6.363	0.809	2.000
6.384	0.866	2.000
6.405	0.945	2.000
6.426	1.002	2.000
6.447	1.057	2.000
6.468	1.106	2.000
6.489	1.141	2.000
6.510	1.183	2.000
6.531	1.201	2.000
6.552	1.225	2.000
6.573	1.252	2.000
6.594	1.275	2.000
6.615	1.287	2.000
6.636	1.293	2.000
6.657	1.305	2.000
6.678	1.303	2.000
6.699	1.305	2.000
6.720	1.317	2.000
6.741	1.316	2.000
6.762	1.325	2.000
6.783	1.325	2.000
6.804	1.325	2.000
6.825	1.323	2.000
6.846	1.327	2.000
6.867	1.328	2.000
6.888	1.330	2.000
6.909	1.331	2.000
6.930	1.330	2.000
6.951	1.328	2.000
6.972	1.324	2.000
6.993	1.330	2.000
7.014	1.328	2.000
7.035	1.336	2.000
7.056	1.337	2.000
7.077	1.333	2.000
7.098	1.338	2.000
7.119	1.338	2.000
7.140	1.342	2.000
7.161	1.332	2.000
7.182	1.342	2.000
7.203	1.330	2.000
7.224	1.332	2.000
7.245	1.334	2.000
7.266	1.337	2.000
7.287	1.331	2.000
7.308	1.335	2.000
7.329	1.343	2.000
7.350	1.326	1.000
7.371	1.315	1.000
7.392	1.257	1.000
7.413	1.196	1.000
7.434	1.127	1.000
7.455	1.067	1.000
7.476	0.989	1.000
7.497	0.939	1.000
7.518	0.899	1.000
7.539	0.856	1.000
7.560	0.829	1.000
7.581	0.787	1.000
7.602	0.777	1.000
7.623	0.743	1.000
7.644	0.739	1.000
7.665	0.723	1.000
7.686	0.708	1.000
7.707	0.706	1.000
7.728	0.684	1.000
7.749	0.681	1.000
7.770	0.687	1.000
7.791	0.684	1.000
7.812	0.676	1.000
7.833	0.677	1.000
7.854	0.678	1.000
7.875	0.682	1.000
7.896	0.675	1.000
7.917	0.665	1.000
7.938	0.674	1.000
7.959	0.662	1.000
7.980	0.658	1.000
8.001	0.668	1.000
8.022	0.659	1.000
8.043	0.661	1.000
8.064	0.675	1.000
8.085	0.673	1.000
8.106	0.672	1.000
8.127	0.666	1.000
8.148	0.657	1.000
8.169	0.669	1.000
8.190	0.667	1.000
8.211	0.658	1.000
8.232	0.668	1.000
8.253	0.665	1.000
8.274	0.661	1.000
8.295	0.664	1.000
8.316	0.669	1.000
8.337	0.670	1.000
8.358	0.671	1.000
8.379	0.667	1.000
8.400	0.662	2.000
8.421	0.695	2.000
8.442	0.737	2.000
8.463	0.808	2.000
8.484	0.869	2.000
8.505	0.930	2.000
8.526	0.993	2.000
8.547	1.057	2.000
8.568	1.109	2.000
8.589	1.139	2.000
8.610	1.171	2.000
8.631	1.200	2.000
8.652	1.225	2.000
8.673	1.256	2.000
8.694	1.264	2.000
8.715	1.272	2.000
8.736	1.291	2.000
8.757	1.299	2.000
8.778	1.307	2.000
8.799	1.311	2.000
8.820	1.310	2.000
8.841	1.316	2.000
8.862	1.330	2.000
8.883	1.329	2.000
8.904	1.328	2.000
8.925	1.332	2.000
8.946	1.326	2.000
8.967	1.321	2.000
8.988	1.341	2.000
9.009	1.332	2.000
9.030	1.322	2.000
9.051	1.339	2.000
9.072	1.323	2.000
9.093	1.330	2.000
9.114	1.333	2.000
9.135	1.334	2.000
9.156	1.338	2.000
9.177	1.337	2.000
9.198	1.334	2.000
9.219	1.324	2.000
9.240	1.326	2.000
9.261	1.343	2.000
9.282	1.327	2.000
9.303	1.330	2.000
9.324	1.336	2.000
9.345	1.335	2.000
9.366	1.326	2.000
9.387	1.334	2.000
9.408	1.342	2.000
9.429	1.330	2.000
9.450	1.340	1.000
9.471	1.321	1.000
9.492	1.255	1.000
9.513	1.190	1.000
9.534	1.125	1.000
9.555	1.066	1.000
9.576	1.007	1.000
9.597	0.939	1.000
9.618	0.901	1.000
9.639	0.859	1.000
9.660	0.820	1.000
9.681	0.787	1.000
9.702	0.771	1.000
9.723	0.741	1.000
9.744	0.726	1.000
9.765	0.711	1.000
9.786	0.709	1.000
9.807	0.690	1.000
9.828	0.687	1.000
9.849	0.690	1.000
9.870	0.682	1.000
9.891	0.672	1.000
9.912	0.681	1.000
9.933	0.672	1.000
9.954	0.680	1.000
9.975	0.664	1.000
9.996	0.680	1.000
10.017	0.660	1.000
10.038	0.661	1.000
10.059	0.668	1.000
10.080	0.674	1.000
10.101	0.677	1.000
10.122	0.663	1.000
10.143	0.665	1.000
10.164	0.673	1.000
10.185	0.667	1.000
10.206	0.672	1.000
10.227	0.670	1.000
10.248	0.671	1.000
10.269	0.672	1.000
10.290	0.658	1.000
10.311	0.661	1.000
10.332	0.661	1.000
10.353	0.668	1.000
10.374	0.670	1.000
10.395	0.669	1.000
10.416	0.664	1.000
10.437	0.661	1.000
10.458	0.661	1.000
10.479	0.670	1.000
10.500	0.660	2.000
10.521	0.694	2.000
10.542	0.733	2.000
10.563	0.796	2.000
10.584	0.876	2.000
10.605	0.932	2.000
10.626	1.010	2.000
10.647	1.056	2.000
10.668	1.106	2.000
10.689	1.153	2.000
10.710	1.170	2.000
10.731	1.210	2.000
10.752	1.237	2.000
10.773	1.252	2.000
10.794	1.259	2.000
10.815	1.280	2.000
10.836	1.292	2.000
10.857	1.305	2.000
10.878	1.298	2.000
10.899	1.311	2.000
10.920	1.326	2.000
10.941	1.319	2.000
10.962	1.319	2.000
10.983	1.324	2.000
11.004	1.332	2.000
11.025	1.322	2.000
11.046	1.323	2.000
11.067	1.328	2.000
11.088	1.340	2.000
11.109	1.341	2.000
11.130	1.327	2.000
11.151	1.324	2.000
11.172	1.325	2.000
11.193	1.333	2.000
11.214	1.326	2.000
11.235	1.333	2.000
11.256	1.325	2.000
11.277	1.340	2.000
11.298	1.330	2.000
11.319	1.332	2.000
11.340	1.330	2.000
11.361	1.338	2.000
11.382	1.335	2.000
11.403	1.341	2.000
11.424	1.338	2.000
11.445	1.340	2.000
11.466	1.337	2.000
11.487	1.331	2.000
11.508	1.342	2.000
11.529	1.335	2.000
11.550	1.331	1.000
11.571	1.312	1.000
11.592	1.259	1.000
11.613	1.193	1.000
11.634	1.122	1.000
11.655	1.052	1.000
11.676	0.997	1.000
11.697	0.943	1.000
11.718	0.892	1.000
11.739	0.847	1.000
11.760	0.815	1.000
11.781	0.798	1.000
11.802	0.768	1.000
11.823	0.752	1.000
11.844	0.739	1.000
11.865	0.714	1.000
11.886	0.713	1.000
11.907	0.695	1.000
11.928	0.691	1.000
11.949	0.679	1.000
11.970	0.683	1.000
11.991	0.675	1.000
12.012	0.683	1.000
12.033	0.675	1.000
12.054	0.663	1.000
12.075	0.667	1.000
